Age,English,Experience,Projects,Education,Python,Docker,Redis,RabbitMQ,AI,Hired,BackendSkill,ProjectCompletionExperience,InternationalExperience
28,660,10,13,1,77,0,0,0,0,0,38.5,1.3,6600
44,782,12,11,1,91,1,0,0,0,0,45.8,0.9166666666666666,9384
36,797,14,12,1,74,1,1,0,0,1,37.5,0.8571428571428571,11158
34,384,3,6,1,80,0,0,0,0,0,40.0,2.0,1152
34,756,3,5,1,61,0,0,1,0,0,30.5,1.6666666666666667,2268
40,883,3,3,1,79,1,0,0,0,0,39.8,1.0,2649
30,680,14,13,1,60,0,1,0,0,0,30.2,0.9285714285714286,9520
39,695,13,11,1,74,0,0,0,0,0,37.0,0.8461538461538461,9035
25,717,7,11,1,73,0,1,0,0,0,36.7,1.5714285714285714,5019
44,657,14,12,1,71,0,0,0,0,0,35.5,0.8571428571428571,9198
40,769,3,3,1,83,1,0,0,0,0,41.8,1.0,2307
44,619,12,15,1,63,0,0,1,0,0,31.5,1.25,7428
38,837,2,3,0,85,0,0,0,0,0,42.5,1.5,1674
23,709,3,3,1,67,0,0,0,0,0,33.5,1.0,2127
34,758,13,14,1,67,0,1,1,0,0,33.7,1.0769230769230769,9854
28,679,7,8,1,68,1,0,0,0,0,34.3,1.1428571428571428,4753
32,646,12,15,1,77,0,1,1,0,1,38.7,1.25,7752
27,598,6,11,0,85,0,0,1,1,0,42.5,1.8333333333333333,3588
29,658,6,8,0,76,1,0,0,0,0,38.3,1.3333333333333333,3948
26,604,8,10,1,85,0,0,1,1,0,42.5,1.25,4832
32,707,13,13,1,65,0,0,0,0,0,32.5,1.0,9191
27,760,6,8,1,85,0,0,0,1,0,42.5,1.3333333333333333,4560
27,678,7,7,1,83,1,0,0,1,0,41.8,1.0,4746
42,783,2,5,0,77,0,0,0,0,0,38.5,2.5,1566
28,783,9,8,1,74,0,0,1,0,0,37.0,0.8888888888888888,7047
36,574,3,4,1,64,0,1,0,0,0,32.2,1.3333333333333333,1722
40,719,3,4,1,78,0,0,0,0,0,39.0,1.3333333333333333,2157
28,733,6,9,1,55,1,0,0,0,0,27.8,1.5,4398
22,860,1,3,1,71,0,0,0,0,0,35.5,3.0,860
33,647,13,11,0,82,0,0,0,0,0,41.0,0.8461538461538461,8411
40,748,3,4,1,66,0,0,0,0,0,33.0,1.3333333333333333,2244
24,783,5,2,1,72,1,0,0,0,0,36.3,0.4,3915
37,595,14,11,1,57,1,0,0,0,0,28.8,0.7857142857142857,8330
28,825,7,10,1,64,0,0,1,0,0,32.0,1.4285714285714286,5775
34,738,13,14,1,63,0,0,1,0,0,31.5,1.0769230769230769,9594
38,720,13,10,1,67,0,0,1,0,0,33.5,0.7692307692307693,9360
22,772,2,6,1,87,0,0,1,1,0,43.5,3.0,1544
37,641,3,5,1,52,0,0,0,0,0,26.0,1.6666666666666667,1923
28,697,2,6,1,90,0,0,1,1,0,45.0,3.0,1394
42,826,4,5,1,67,0,0,0,0,0,33.5,1.25,3304
41,777,11,10,1,81,0,0,0,1,0,40.5,0.9090909090909091,8547
24,701,2,6,1,75,0,0,0,0,0,37.5,3.0,1402
30,782,14,12,1,57,0,0,0,0,0,28.5,0.8571428571428571,10948
31,673,4,2,1,57,0,1,0,0,0,28.7,0.5,2692
39,565,2,5,1,58,0,1,0,0,0,29.2,2.5,1130
38,754,3,4,1,65,0,0,1,0,0,32.5,1.3333333333333333,2262
26,804,6,8,1,70,0,0,0,0,0,35.0,1.3333333333333333,4824
38,866,11,10,0,62,0,0,0,0,0,31.0,0.9090909090909091,9526
36,727,2,6,1,69,0,0,0,0,0,34.5,3.0,1454
37,654,4,2,1,76,0,0,0,0,0,38.0,0.5,2616
42,581,3,6,1,90,1,1,0,1,0,45.5,2.0,1743
40,751,4,4,1,66,1,0,0,0,0,33.3,1.0,3004
36,787,13,10,1,79,0,0,1,0,0,39.5,0.7692307692307693,10231
29,605,3,3,1,60,1,1,0,0,0,30.5,1.0,1815
28,808,10,12,0,68,0,0,1,0,0,34.0,1.2,8080
27,517,7,12,1,71,0,0,1,0,0,35.5,1.7142857142857142,3619
28,525,3,4,1,81,0,0,0,1,0,40.5,1.3333333333333333,1575
37,602,12,13,1,48,0,0,1,0,0,24.0,1.0833333333333333,7224
34,681,3,3,1,60,0,1,0,0,0,30.2,1.0,2043
25,804,1,4,1,87,1,0,0,1,0,43.8,4.0,804
23,721,3,5,1,57,0,0,0,0,0,28.5,1.6666666666666667,2163
27,943,2,5,1,93,0,1,0,0,0,46.7,2.5,1886
31,580,3,5,1,71,0,0,1,0,0,35.5,1.6666666666666667,1740
26,758,7,8,1,82,0,1,0,0,0,41.2,1.1428571428571428,5306
23,569,3,4,1,61,0,1,0,0,0,30.7,1.3333333333333333,1707
28,753,9,8,1,82,0,0,0,0,0,41.0,0.8888888888888888,6777
41,798,2,4,1,88,1,0,0,0,0,44.3,2.0,1596
45,706,14,15,1,79,0,0,0,0,0,39.5,1.0714285714285714,9884
40,747,4,5,1,70,0,0,0,0,0,35.0,1.25,2988
26,727,2,4,1,73,0,0,0,0,0,36.5,2.0,1454
35,613,4,3,1,76,0,0,0,0,0,38.0,0.75,2452
42,834,12,13,1,68,0,1,0,0,0,34.2,1.0833333333333333,10008
37,683,14,10,1,73,0,0,0,0,0,36.5,0.7142857142857143,9562
37,822,3,5,1,65,0,0,0,0,0,32.5,1.6666666666666667,2466
34,821,14,12,1,71,0,1,0,0,1,35.7,0.8571428571428571,11494
41,649,4,5,0,69,0,1,0,0,0,34.7,1.25,2596
28,620,9,9,1,88,1,0,1,0,0,44.3,1.0,5580
30,674,2,6,1,79,0,0,1,0,0,39.5,3.0,1348
32,777,13,10,1,93,0,0,1,1,1,46.5,0.7692307692307693,10101
36,782,4,4,0,47,0,1,0,0,0,23.7,1.0,3128
29,683,3,5,0,67,1,0,0,0,0,33.8,1.6666666666666667,2049
33,687,14,11,0,79,0,0,0,0,0,39.5,0.7857142857142857,9618
42,680,11,11,1,51,1,0,1,0,0,25.8,1.0,7480
32,664,3,6,0,74,0,0,0,0,0,37.0,2.0,1992
44,667,14,11,1,77,1,1,1,0,0,39.0,0.7857142857142857,9338
32,669,2,6,0,86,0,0,0,0,0,43.0,3.0,1338
24,561,3,2,1,72,0,0,1,0,0,36.0,0.6666666666666666,1683
31,703,13,11,1,73,0,1,0,0,0,36.7,0.8461538461538461,9139
29,672,3,6,0,81,0,0,0,0,0,40.5,2.0,2016
30,739,12,15,1,65,0,0,0,0,0,32.5,1.25,8868
30,626,3,2,0,75,1,0,0,0,0,37.8,0.6666666666666666,1878
26,681,3,3,1,64,0,0,0,0,0,32.0,1.0,2043
31,807,3,6,0,71,0,1,0,0,0,35.7,2.0,2421
36,653,3,6,1,76,0,0,0,0,0,38.0,2.0,1959
30,610,12,15,1,78,1,1,1,0,1,39.5,1.25,7320
31,756,2,3,1,66,0,0,0,0,0,33.0,1.5,1512
28,636,7,11,0,77,0,0,1,0,0,38.5,1.5714285714285714,4452
29,679,10,10,1,76,1,0,0,0,0,38.3,1.0,6790
28,692,9,8,1,86,0,0,0,1,0,43.0,0.8888888888888888,6228
34,950,12,15,1,73,0,0,0,0,0,36.5,1.25,11400
39,609,2,6,1,69,0,0,0,0,0,34.5,3.0,1218
39,732,12,15,1,87,0,1,0,1,1,43.7,1.25,8784
25,623,7,12,0,61,0,0,0,0,0,30.5,1.7142857142857142,4361
36,651,13,11,0,81,0,1,0,1,0,40.7,0.8461538461538461,8463
36,493,3,3,1,89,0,1,0,1,0,44.7,1.0,1479
34,838,11,13,1,81,0,1,0,1,1,40.7,1.1818181818181819,9218
25,664,2,5,1,81,0,0,1,0,0,40.5,2.5,1328
33,740,12,13,1,79,0,0,0,0,0,39.5,1.0833333333333333,8880
40,651,4,5,1,69,0,1,0,0,0,34.7,1.25,2604
23,672,4,5,1,69,0,0,0,0,0,34.5,1.25,2688
27,854,3,2,1,80,0,0,1,0,0,40.0,0.6666666666666666,2562
28,631,7,12,1,80,0,0,0,0,0,40.0,1.7142857142857142,4417
24,790,1,5,0,63,0,0,1,0,0,31.5,5.0,790
25,507,1,3,1,70,0,0,0,0,0,35.0,3.0,507
38,590,11,15,1,86,0,0,0,0,0,43.0,1.3636363636363635,6490
22,773,1,6,0,65,0,0,0,0,0,32.5,6.0,773
42,678,3,5,0,70,0,1,0,0,0,35.2,1.6666666666666667,2034
26,706,10,11,1,86,0,0,1,1,1,43.0,1.1,7060
41,461,14,14,1,86,0,0,0,1,1,43.0,1.0,6454
37,585,12,11,0,71,0,0,1,0,0,35.5,0.9166666666666666,7020
35,633,14,13,1,75,0,0,0,0,0,37.5,0.9285714285714286,8862
36,660,4,2,1,87,0,0,1,0,0,43.5,0.5,2640
29,868,10,15,0,77,0,0,0,0,0,38.5,1.5,8680
23,602,3,5,1,74,0,0,0,0,0,37.0,1.6666666666666667,1806
41,773,2,3,1,66,0,1,0,0,0,33.2,1.5,1546
27,590,3,6,1,66,0,0,0,0,0,33.0,2.0,1770
22,569,1,6,1,75,1,0,0,0,0,37.8,6.0,569
27,719,1,5,1,92,0,1,0,0,0,46.2,5.0,719
33,654,4,2,1,83,0,0,1,0,0,41.5,0.5,2616
41,612,12,12,0,78,0,0,0,0,0,39.0,1.0,7344
38,581,4,2,1,76,0,0,1,0,0,38.0,0.5,2324
31,690,13,10,1,60,0,0,0,0,0,30.0,0.7692307692307693,8970
25,526,7,7,1,88,0,0,1,0,0,44.0,1.0,3682
26,677,1,2,1,85,0,0,0,1,0,42.5,2.0,677
39,692,3,2,1,67,0,0,0,0,0,33.5,0.6666666666666666,2076
28,784,1,5,1,65,0,0,0,0,0,32.5,5.0,784
34,583,14,15,1,79,0,0,1,0,0,39.5,1.0714285714285714,8162
33,784,3,6,0,84,0,0,1,1,0,42.0,2.0,2352
26,737,3,6,1,80,0,0,0,0,0,40.0,2.0,2211
34,680,2,5,1,64,0,1,0,0,0,32.2,2.5,1360
45,498,2,5,0,81,0,0,0,0,0,40.5,2.5,996
34,608,3,3,1,78,0,1,1,0,0,39.2,1.0,1824
37,781,13,11,1,68,0,0,0,0,0,34.0,0.8461538461538461,10153
31,674,14,10,1,89,0,0,0,0,0,44.5,0.7142857142857143,9436
28,806,1,4,1,79,0,0,0,0,0,39.5,4.0,806
33,658,14,13,1,69,0,0,1,0,0,34.5,0.9285714285714286,9212
35,781,14,10,1,71,0,0,1,0,0,35.5,0.7142857142857143,10934
44,818,2,6,1,76,0,0,0,0,0,38.0,3.0,1636
36,737,3,5,1,83,0,0,0,1,0,41.5,1.6666666666666667,2211
33,727,4,6,1,66,0,0,1,0,0,33.0,1.5,2908
34,809,11,15,1,83,0,0,0,0,0,41.5,1.3636363636363635,8899
32,643,3,2,0,75,0,0,0,0,0,37.5,0.6666666666666666,1929
36,488,4,3,1,77,0,0,1,0,0,38.5,0.75,1952
27,636,2,5,1,77,0,1,0,0,0,38.7,2.5,1272
40,724,4,6,1,63,1,0,0,0,0,31.8,1.5,2896
41,499,11,15,1,77,0,1,1,0,0,38.7,1.3636363636363635,5489
44,830,12,13,1,62,0,1,0,0,0,31.2,1.0833333333333333,9960
37,686,11,15,1,66,0,0,0,0,0,33.0,1.3636363636363635,7546
27,582,1,3,1,55,0,0,0,0,0,27.5,3.0,582
25,518,1,4,1,70,0,0,0,0,0,35.0,4.0,518
38,665,11,12,1,70,0,0,0,0,0,35.0,1.0909090909090908,7315
36,848,12,13,1,54,0,0,1,0,0,27.0,1.0833333333333333,10176
45,826,4,2,1,68,0,1,1,0,0,34.2,0.5,3304
37,740,3,5,0,88,0,1,1,0,0,44.2,1.6666666666666667,2220
39,817,2,3,1,82,0,0,0,1,0,41.0,1.5,1634
42,784,14,10,1,64,0,0,0,0,0,32.0,0.7142857142857143,10976
36,640,3,5,1,77,0,0,1,0,0,38.5,1.6666666666666667,1920
38,799,14,15,0,73,0,0,0,0,0,36.5,1.0714285714285714,11186
34,685,3,2,1,77,1,0,1,0,0,38.8,0.6666666666666666,2055
35,749,14,11,1,65,0,0,0,0,0,32.5,0.7857142857142857,10486
29,893,1,3,0,75,0,0,0,0,0,37.5,3.0,893
35,543,13,12,1,76,0,0,0,0,0,38.0,0.9230769230769231,7059
43,707,11,10,0,76,0,0,0,0,0,38.0,0.9090909090909091,7777
42,632,3,3,0,56,0,0,0,0,0,28.0,1.0,1896
37,737,3,3,1,86,0,1,0,0,0,43.2,1.0,2211
36,730,14,11,1,69,0,0,0,0,0,34.5,0.7857142857142857,10220
32,761,14,11,1,83,0,0,0,0,0,41.5,0.7857142857142857,10654
37,848,3,2,0,77,0,1,0,0,0,38.7,0.6666666666666666,2544
43,712,13,10,1,75,0,0,1,0,0,37.5,0.7692307692307693,9256
43,736,4,5,1,72,0,0,0,0,0,36.0,1.25,2944
30,766,3,3,1,84,0,0,0,1,0,42.0,1.0,2298
35,559,13,12,1,68,0,1,0,0,0,34.2,0.9230769230769231,7267
32,729,2,6,1,67,0,0,1,0,0,33.5,3.0,1458
38,664,11,14,0,82,0,1,0,0,0,41.2,1.2727272727272727,7304
32,762,14,15,1,77,0,0,0,0,0,38.5,1.0714285714285714,10668
42,807,12,14,1,67,0,0,0,0,0,33.5,1.1666666666666667,9684
23,783,5,6,1,76,0,0,0,0,0,38.0,1.2,3915
40,784,3,6,0,75,0,0,0,0,0,37.5,2.0,2352
38,490,2,4,1,66,0,1,1,0,0,33.2,2.0,980
38,491,2,3,1,66,0,1,0,0,0,33.2,1.5,982
42,771,4,5,1,76,0,1,0,0,0,38.2,1.25,3084
37,592,2,4,1,67,0,0,0,0,0,33.5,2.0,1184
36,593,11,13,1,80,0,1,0,0,0,40.2,1.1818181818181819,6523
27,934,3,2,1,70,0,0,0,0,0,35.0,0.6666666666666666,2802
41,639,3,2,1,78,0,0,0,0,0,39.0,0.6666666666666666,1917
30,652,3,5,1,79,0,1,0,0,0,39.7,1.6666666666666667,1956
26,675,3,5,1,66,0,0,0,0,0,33.0,1.6666666666666667,2025
30,617,11,11,1,93,0,0,0,0,0,46.5,1.0,6787
29,662,6,10,0,60,0,0,0,0,0,30.0,1.6666666666666667,3972
40,623,13,14,1,76,0,0,0,0,0,38.0,1.0769230769230769,8099
40,564,3,2,1,79,0,0,0,0,0,39.5,0.6666666666666666,1692
30,613,2,2,1,66,0,0,1,0,0,33.0,1.0,1226
30,658,12,14,1,75,0,0,0,0,0,37.5,1.1666666666666667,7896
23,846,5,4,1,80,0,0,0,0,0,40.0,0.8,4230
32,677,14,15,0,91,0,1,0,0,1,45.7,1.0714285714285714,9478
33,612,4,3,1,71,0,0,0,0,0,35.5,0.75,2448
33,835,13,12,1,76,0,1,0,0,1,38.2,0.9230769230769231,10855
38,606,11,10,1,78,0,0,0,0,0,39.0,0.9090909090909091,6666
35,791,12,10,1,85,0,0,0,1,1,42.5,0.8333333333333334,9492
29,755,3,3,0,88,0,0,0,1,0,44.0,1.0,2265
40,632,14,10,1,76,1,0,0,0,0,38.3,0.7142857142857143,8848
28,649,7,8,1,61,0,0,0,0,0,30.5,1.1428571428571428,4543
31,598,13,11,1,72,1,0,0,0,0,36.3,0.8461538461538461,7774
28,710,3,4,0,74,0,0,0,0,0,37.0,1.3333333333333333,2130
28,744,1,5,1,76,0,1,0,0,0,38.2,5.0,744
30,674,2,3,1,73,0,0,0,0,0,36.5,1.5,1348
32,762,11,13,1,82,0,0,0,1,1,41.0,1.1818181818181819,8382
27,616,10,12,1,93,0,0,0,0,1,46.5,1.2,6160
25,845,9,12,1,94,1,1,0,1,1,47.5,1.3333333333333333,7605
31,742,2,4,1,81,1,0,0,1,0,40.8,2.0,1484
40,829,12,10,1,78,0,1,0,0,0,39.2,0.8333333333333334,9948
37,701,12,14,1,95,0,0,0,0,1,47.5,1.1666666666666667,8412
25,504,10,10,1,73,1,0,0,0,0,36.8,1.0,5040
23,580,3,5,1,82,0,0,0,1,0,41.0,1.6666666666666667,1740
45,821,11,15,1,72,1,1,0,0,1,36.5,1.3636363636363635,9031
39,633,4,4,1,62,0,0,1,0,0,31.0,1.0,2532
35,644,4,6,1,87,0,0,0,0,0,43.5,1.5,2576
32,582,13,10,0,84,0,0,0,0,0,42.0,0.7692307692307693,7566
34,481,14,10,0,79,0,0,0,0,0,39.5,0.7142857142857143,6734
30,707,4,3,1,69,1,1,0,0,0,35.0,0.75,2828
41,946,4,4,1,81,1,0,0,0,0,40.8,1.0,3784
43,833,2,3,1,66,0,0,0,0,0,33.0,1.5,1666
41,716,4,4,1,80,0,0,0,0,0,40.0,1.0,2864
25,597,10,11,1,57,0,0,0,0,0,28.5,1.1,5970
27,607,1,3,1,67,0,0,0,0,0,33.5,3.0,607
40,950,2,6,1,69,1,0,0,0,0,34.8,3.0,1900
39,791,13,12,1,72,0,0,1,0,0,36.0,0.9230769230769231,10283
26,668,2,5,1,86,1,0,0,1,0,43.3,2.5,1336
39,922,4,2,1,60,1,0,0,0,0,30.3,0.5,3688
37,706,14,12,1,76,0,0,0,0,0,38.0,0.8571428571428571,9884
39,586,2,4,1,83,0,0,1,1,0,41.5,2.0,1172
24,696,3,6,1,74,0,0,0,0,0,37.0,2.0,2088
45,909,11,10,1,78,0,0,0,0,0,39.0,0.9090909090909091,9999
29,607,3,6,1,77,0,1,0,0,0,38.7,2.0,1821
35,596,4,4,1,76,1,0,0,0,0,38.3,1.0,2384
34,629,4,2,1,79,0,0,0,0,0,39.5,0.5,2516
40,576,4,2,1,77,1,0,0,0,0,38.8,0.5,2304
22,657,3,2,1,70,0,0,0,0,0,35.0,0.6666666666666666,1971
36,527,11,10,1,88,1,0,0,1,1,44.3,0.9090909090909091,5797
40,606,2,6,1,75,0,0,0,0,0,37.5,3.0,1212
26,784,10,13,1,57,0,0,0,0,0,28.5,1.3,7840
31,820,4,2,1,65,0,0,0,0,0,32.5,0.5,3280
41,867,14,10,1,67,0,0,0,0,0,33.5,0.7142857142857143,12138
34,667,13,12,1,79,0,1,0,0,0,39.7,0.9230769230769231,8671
30,770,3,2,1,85,1,0,1,0,0,42.8,0.6666666666666666,2310
39,815,11,11,1,60,0,0,0,0,0,30.0,1.0,8965
42,565,13,14,1,87,0,0,0,1,1,43.5,1.0769230769230769,7345
40,744,4,5,1,87,0,0,0,0,0,43.5,1.25,2976
36,667,14,13,1,61,0,0,0,0,0,30.5,0.9285714285714286,9338
35,730,2,6,1,68,0,1,0,0,0,34.2,3.0,1460
24,683,4,5,1,78,0,0,1,0,0,39.0,1.25,2732
36,740,4,6,0,83,0,0,0,1,0,41.5,1.5,2960
24,695,2,5,1,84,0,0,0,0,0,42.0,2.5,1390
22,543,2,3,1,72,0,0,0,0,0,36.0,1.5,1086
29,848,7,9,1,70,0,0,0,0,0,35.0,1.2857142857142858,5936
30,626,3,2,1,100,0,0,1,0,0,50.0,0.6666666666666666,1878
33,780,2,5,1,75,1,0,1,0,0,37.8,2.5,1560
29,598,8,11,1,76,1,0,0,0,0,38.3,1.375,4784
28,763,2,5,1,75,0,0,1,0,0,37.5,2.5,1526
28,629,6,8,1,80,1,0,0,0,0,40.3,1.3333333333333333,3774
23,813,2,4,1,70,0,0,0,0,0,35.0,2.0,1626
29,694,6,7,1,81,0,0,1,1,0,40.5,1.1666666666666667,4164
39,790,14,14,0,72,0,0,1,0,0,36.0,1.0,11060
25,703,9,10,0,88,1,0,0,1,0,44.3,1.1111111111111112,6327
31,690,2,3,1,70,0,0,0,0,0,35.0,1.5,1380
22,745,3,2,1,68,1,0,0,0,0,34.3,0.6666666666666666,2235
37,653,3,3,0,69,1,0,1,0,0,34.8,1.0,1959
33,783,13,11,1,66,0,0,1,0,0,33.0,0.8461538461538461,10179
35,776,13,11,1,72,1,0,1,0,0,36.3,0.8461538461538461,10088
41,745,3,5,1,56,0,1,1,0,0,28.2,1.6666666666666667,2235
44,569,14,12,1,81,1,1,0,0,0,41.0,0.8571428571428571,7966
23,635,4,4,0,59,0,0,0,0,0,29.5,1.0,2540
38,565,3,2,1,67,1,0,0,0,0,33.8,0.6666666666666666,1695
36,663,2,3,1,76,1,0,0,0,0,38.3,1.5,1326
22,738,1,5,1,65,1,0,1,0,0,32.8,5.0,738
40,765,4,4,1,49,0,0,0,0,0,24.5,1.0,3060
36,756,14,15,1,81,0,0,0,1,1,40.5,1.0714285714285714,10584
22,616,2,4,0,82,0,0,0,0,0,41.0,2.0,1232
32,793,4,4,0,87,0,0,0,0,0,43.5,1.0,3172
39,805,11,14,1,62,0,1,0,0,0,31.2,1.2727272727272727,8855
28,731,10,11,0,73,0,1,0,0,0,36.7,1.1,7310
26,796,1,2,1,64,1,0,0,0,0,32.3,2.0,796
30,621,3,5,1,77,0,0,0,0,0,38.5,1.6666666666666667,1863
32,733,2,2,1,81,0,0,0,1,0,40.5,1.0,1466
26,729,3,6,1,80,0,0,0,0,0,40.0,2.0,2187
35,692,2,5,1,63,0,0,1,0,0,31.5,2.5,1384
22,748,2,5,1,70,0,0,0,0,0,35.0,2.5,1496
22,734,2,2,1,60,1,1,0,0,0,30.5,1.0,1468
45,784,14,14,1,81,0,0,0,0,0,40.5,1.0,10976
37,611,4,6,1,58,0,0,1,0,0,29.0,1.5,2444
31,794,4,6,1,76,0,0,0,0,0,38.0,1.5,3176
30,548,11,15,1,79,0,0,0,0,0,39.5,1.3636363636363635,6028
32,590,14,10,0,80,0,0,0,0,0,40.0,0.7142857142857143,8260
35,919,3,6,1,89,1,0,1,1,0,44.8,2.0,2757
22,645,2,5,1,68,0,0,0,0,0,34.0,2.5,1290
27,670,7,7,1,88,1,0,0,1,0,44.3,1.0,4690
36,625,11,15,1,78,0,0,0,0,0,39.0,1.3636363636363635,6875
44,523,2,4,1,78,0,0,0,0,0,39.0,2.0,1046
35,626,14,12,1,89,0,0,0,0,1,44.5,0.8571428571428571,8764
24,669,2,2,1,80,1,0,0,0,0,40.3,1.0,1338
43,605,3,5,1,76,0,0,0,0,0,38.0,1.6666666666666667,1815
44,596,4,3,1,75,1,0,0,0,0,37.8,0.75,2384
27,613,8,12,1,71,1,0,0,0,0,35.8,1.5,4904
35,803,12,10,1,59,0,0,1,0,0,29.5,0.8333333333333334,9636
44,783,3,6,1,61,0,0,0,0,0,30.5,2.0,2349
29,753,2,5,1,80,0,0,0,0,0,40.0,2.5,1506
30,867,3,5,1,78,1,0,0,0,0,39.3,1.6666666666666667,2601
22,543,2,5,0,80,0,1,0,0,0,40.2,2.5,1086
36,716,13,12,1,72,0,0,0,0,0,36.0,0.9230769230769231,9308
40,570,4,2,1,71,0,0,0,0,0,35.5,0.5,2280
22,530,2,4,1,80,0,0,0,0,0,40.0,2.0,1060
33,621,2,2,1,66,0,0,1,0,0,33.0,1.0,1242
38,647,13,15,1,78,1,1,1,0,1,39.5,1.1538461538461537,8411
33,525,13,14,1,72,0,1,0,0,0,36.2,1.0769230769230769,6825
28,950,3,3,1,64,1,0,0,0,0,32.3,1.0,2850
22,762,1,3,1,74,1,0,1,0,0,37.3,3.0,762
39,850,4,4,0,100,1,0,0,1,0,50.3,1.0,3400
28,654,2,6,1,66,0,0,0,0,0,33.0,3.0,1308
44,568,11,14,1,75,0,0,0,0,0,37.5,1.2727272727272727,6248
37,534,12,12,0,68,0,1,0,0,0,34.2,1.0,6408
27,754,1,6,1,81,0,1,0,0,0,40.7,6.0,754
30,748,14,10,1,68,0,0,0,0,0,34.0,0.7142857142857143,10472
41,716,14,14,1,100,0,0,0,1,1,50.0,1.0,10024
44,860,13,10,1,86,0,0,0,1,1,43.0,0.7692307692307693,11180
45,824,3,2,0,77,0,0,0,0,0,38.5,0.6666666666666666,2472
34,611,3,5,0,75,0,0,0,0,0,37.5,1.6666666666666667,1833
32,864,4,5,0,57,0,0,0,0,0,28.5,1.25,3456
42,873,11,12,1,72,1,0,0,0,1,36.3,1.0909090909090908,9603
23,843,1,2,1,85,0,1,0,1,0,42.7,2.0,843
45,573,3,3,0,97,0,0,0,1,0,48.5,1.0,1719
42,828,12,10,1,52,0,0,0,0,0,26.0,0.8333333333333334,9936
42,505,13,13,1,91,0,0,1,0,1,45.5,1.0,6565
30,722,3,4,0,68,0,0,1,0,0,34.0,1.3333333333333333,2166
29,690,2,4,1,65,0,0,0,0,0,32.5,2.0,1380
24,717,1,3,1,66,0,0,0,0,0,33.0,3.0,717
29,623,2,3,1,55,0,1,0,0,0,27.7,1.5,1246
36,607,2,5,1,63,0,0,0,0,0,31.5,2.5,1214
40,552,14,10,1,78,0,0,1,0,0,39.0,0.7142857142857143,7728
36,757,12,15,0,80,0,0,1,0,0,40.0,1.25,9084
32,717,14,10,0,85,0,0,1,0,0,42.5,0.7142857142857143,10038
32,746,13,14,1,80,0,0,0,0,0,40.0,1.0769230769230769,9698
23,722,3,2,1,66,1,0,0,0,0,33.3,0.6666666666666666,2166
25,684,6,11,1,80,0,1,0,0,0,40.2,1.8333333333333333,4104
25,742,10,13,1,88,0,0,1,1,1,44.0,1.3,7420
27,697,10,13,1,58,0,1,0,0,0,29.2,1.3,6970
23,714,5,5,1,78,1,0,1,0,0,39.3,1.0,3570
27,780,2,2,0,91,1,1,0,1,0,46.0,1.0,1560
35,719,14,11,1,81,0,0,0,1,0,40.5,0.7857142857142857,10066
27,782,2,3,1,71,1,1,0,0,0,36.0,1.5,1564
44,784,4,4,1,77,0,1,0,0,0,38.7,1.0,3136
23,595,1,5,1,74,0,0,1,0,0,37.0,5.0,595
44,798,12,10,1,61,0,0,0,0,0,30.5,0.8333333333333334,9576
37,561,2,6,1,76,0,0,0,0,0,38.0,3.0,1122
44,694,2,6,1,100,1,1,0,0,0,50.5,3.0,1388
30,804,2,3,0,82,0,0,0,0,0,41.0,1.5,1608
39,589,14,15,1,75,0,0,1,0,0,37.5,1.0714285714285714,8246
44,712,2,4,1,73,1,0,1,0,0,36.8,2.0,1424
40,651,12,13,1,69,0,0,0,0,0,34.5,1.0833333333333333,7812
29,745,7,8,1,67,0,0,0,0,0,33.5,1.1428571428571428,5215
45,785,13,12,1,60,0,0,0,0,0,30.0,0.9230769230769231,10205
23,848,3,2,1,73,1,0,0,0,0,36.8,0.6666666666666666,2544
24,761,2,5,1,87,0,1,0,1,0,43.7,2.5,1522
27,722,9,12,0,68,0,0,0,0,0,34.0,1.3333333333333333,6498
42,558,12,14,1,61,1,0,0,0,0,30.8,1.1666666666666667,6696
23,790,3,5,1,97,0,0,0,1,0,48.5,1.6666666666666667,2370
34,661,12,11,1,77,1,0,0,0,0,38.8,0.9166666666666666,7932
33,736,3,5,1,87,0,0,0,0,0,43.5,1.6666666666666667,2208
39,555,11,10,1,70,0,1,0,0,0,35.2,0.9090909090909091,6105
23,632,2,5,1,74,0,0,0,0,0,37.0,2.5,1264
29,770,3,5,1,58,0,1,0,0,0,29.2,1.6666666666666667,2310
41,723,11,15,1,80,0,1,1,0,1,40.2,1.3636363636363635,7953
42,588,3,5,1,64,0,0,0,0,0,32.0,1.6666666666666667,1764
41,950,13,10,1,69,0,0,0,0,0,34.5,0.7692307692307693,12350
25,608,3,3,0,72,1,0,0,0,0,36.3,1.0,1824
35,647,12,14,1,94,0,0,0,0,1,47.0,1.1666666666666667,7764
26,647,6,7,0,84,0,1,0,1,0,42.2,1.1666666666666667,3882
35,600,13,10,1,76,0,1,0,0,0,38.2,0.7692307692307693,7800
29,810,2,4,1,84,0,0,0,1,0,42.0,2.0,1620
44,605,4,5,1,79,0,0,0,0,0,39.5,1.25,2420
33,891,14,12,1,64,0,1,0,0,0,32.2,0.8571428571428571,12474
42,736,2,2,0,61,0,0,0,0,0,30.5,1.0,1472
26,768,6,11,0,87,0,0,0,1,0,43.5,1.8333333333333333,4608
33,623,2,3,1,77,0,0,0,0,0,38.5,1.5,1246
29,583,10,11,1,71,1,0,0,0,0,35.8,1.1,5830
