Age,English,Experience,Projects,Education,Python,Docker,Redis,RabbitMQ,AI,Hired
41,717,4,5,1,73,0,0,0,0,0
38,711,13,13,1,74,0,1,0,0,0
26,819,6,11,1,71,0,0,0,0,0
27,827,9,10,1,67,1,0,0,0,0
34,635,13,14,0,80,0,1,0,0,0
27,779,9,7,0,72,0,0,0,0,0
28,705,2,3,0,92,0,0,0,1,0
34,840,2,2,1,67,0,0,0,0,0
28,527,8,7,0,67,0,0,1,0,0
25,648,8,12,1,82,1,0,1,1,1
35,653,11,13,1,65,0,0,0,0,0
31,724,14,12,1,73,0,0,0,0,0
28,596,3,6,1,86,0,1,1,1,0
28,644,3,5,0,69,0,0,1,0,0
32,762,4,3,1,64,0,1,0,0,0
30,712,2,2,0,75,0,0,0,0,0
23,739,2,2,1,73,0,0,0,0,0
43,539,2,3,1,89,0,0,0,0,0
41,666,3,4,1,78,0,0,0,0,0
43,765,11,11,0,76,0,0,0,0,0
26,637,2,2,0,72,0,0,0,0,0
29,574,9,8,1,77,0,1,1,0,0
22,645,1,3,1,72,0,0,1,0,0
29,512,10,15,1,79,0,0,0,0,0
33,572,3,4,1,83,1,0,0,1,0
43,627,11,15,1,79,0,0,0,0,0
32,750,11,12,1,84,0,0,0,1,1
31,609,3,5,1,67,0,0,0,0,0
30,759,13,13,1,74,1,1,0,0,1
29,543,3,2,1,83,1,0,0,0,0
45,847,4,5,1,72,0,0,0,0,0
31,609,4,2,1,72,0,1,1,0,0
45,725,3,3,1,77,0,0,0,0,0
45,568,13,14,1,66,1,0,1,0,0
32,837,11,13,1,80,0,1,0,0,1
24,608,4,3,1,69,1,0,0,0,0
25,764,7,11,0,79,0,0,1,0,0
30,611,4,6,1,69,0,1,0,0,0
29,682,2,3,1,79,0,0,0,0,0
40,659,14,10,1,82,0,1,0,1,0
32,627,4,6,0,69,1,0,0,0,0
25,782,1,4,1,64,1,0,0,0,0
38,687,2,4,1,76,0,0,0,0,0
41,667,3,6,1,65,0,0,0,0,0
22,596,2,6,1,77,1,0,0,0,0
28,614,8,10,0,83,0,0,0,0,0
45,538,12,12,1,79,0,0,0,0,0
25,651,6,7,1,76,0,0,0,0,0
36,692,14,10,1,73,0,0,1,0,0
45,705,14,14,0,63,0,0,0,0,0
41,791,13,15,1,75,0,0,1,0,0
42,767,13,10,1,77,0,0,1,0,0
34,667,2,2,1,77,0,0,0,0,0
37,826,3,2,1,63,0,0,0,0,0
28,763,9,8,1,81,0,0,0,1,0
22,640,2,4,1,68,0,0,0,0,0
35,592,13,12,1,69,0,1,0,0,0
29,860,8,9,1,72,0,0,0,0,0
24,585,1,6,1,71,0,0,0,0,0
32,786,4,2,1,81,0,0,0,0,0
22,723,3,3,1,92,0,1,0,1,0
23,741,1,5,1,94,0,1,1,1,0
31,710,11,10,1,66,0,1,1,0,0
44,552,3,5,1,60,1,0,0,0,0
38,780,4,3,1,81,0,0,0,0,0
36,649,14,13,1,74,0,1,0,0,0
39,545,4,6,1,74,0,0,0,0,0
24,835,4,5,1,83,0,0,0,1,0
28,754,10,13,0,71,0,0,0,0,0
39,711,2,4,1,69,0,0,0,0,0
31,748,2,6,0,60,0,0,1,0,0
32,783,3,2,1,56,1,0,1,0,0
27,686,1,3,1,74,0,0,0,0,0
27,685,3,2,1,70,0,0,0,0,0
38,645,4,6,1,74,0,1,0,0,0
28,682,3,6,1,84,0,0,0,1,0
36,811,4,5,1,79,1,1,0,0,0
45,641,12,14,1,73,0,0,0,0,0
32,723,12,14,1,65,0,0,0,0,0
23,684,3,4,0,88,0,1,0,0,0
26,818,7,11,1,83,0,0,0,1,0
43,714,11,10,1,85,0,0,0,1,1
41,683,3,3,1,84,0,0,0,0,0
28,730,6,12,1,49,0,0,0,0,0
35,676,14,15,1,70,1,0,0,0,0
24,656,2,6,1,65,0,0,0,0,0
35,719,11,10,0,76,0,0,0,0,0
33,785,3,5,1,85,0,0,1,1,0
44,881,2,6,1,66,0,0,0,0,0
38,707,14,12,1,71,0,1,0,0,0
44,686,14,13,1,73,0,1,0,0,0
25,789,3,2,0,80,0,0,0,0,0
41,567,3,2,1,73,0,0,0,0,0
36,678,4,3,1,78,1,1,0,0,0
32,774,2,6,1,80,0,0,0,0,0
33,701,4,3,1,74,1,0,0,0,0
35,739,14,10,1,91,0,0,0,0,0
44,740,4,3,0,66,0,0,0,0,0
40,538,3,5,1,72,0,0,1,0,0
25,779,2,5,0,76,0,1,0,0,0
35,853,11,12,0,85,1,1,0,1,1
41,663,4,6,1,77,0,0,1,0,0
43,665,13,11,1,94,0,1,1,0,1
25,675,1,2,1,88,0,0,1,1,0
41,791,13,10,1,72,0,1,0,0,0
27,685,7,10,1,70,0,0,0,0,0
22,716,4,3,0,61,1,0,0,0,0
35,610,13,12,1,83,0,0,0,0,0
29,738,2,3,0,73,0,1,0,0,0
43,724,12,12,1,78,0,0,0,0,0
23,675,3,4,1,78,1,0,0,0,0
26,711,9,11,1,67,0,1,0,0,0
41,513,2,5,0,89,0,0,0,0,0
24,769,2,3,0,75,0,0,0,0,0
40,672,14,11,1,60,0,0,0,0,0
32,950,11,13,1,78,0,1,0,0,1
24,677,4,4,0,78,0,0,0,0,0
40,785,4,4,1,73,0,0,1,0,0
44,855,2,4,1,72,0,0,0,0,0
36,796,13,11,0,65,0,0,0,0,0
41,772,3,3,1,81,0,0,0,1,0
42,643,11,12,1,68,0,1,0,0,0
39,713,3,4,1,69,1,0,0,0,0
45,548,3,3,1,92,0,1,0,1,0
28,617,2,3,1,67,0,0,0,0,0
22,605,1,6,1,84,0,0,0,1,0
29,839,6,7,0,67,0,0,0,0,0
39,742,13,14,1,61,0,0,1,0,0
28,717,1,4,1,90,0,0,1,1,0
37,737,11,11,1,94,1,0,0,0,0
34,751,12,10,1,72,1,1,0,0,0
25,776,7,11,1,68,0,0,0,0,0
39,795,11,10,1,64,1,0,1,0,0
44,629,4,4,1,92,0,1,1,1,0
33,791,3,4,1,99,0,0,0,0,0
41,815,3,3,1,80,0,0,0,0,0
42,825,4,6,1,56,0,0,0,0,0
31,795,2,3,1,80,1,0,0,0,0
39,733,11,15,1,79,0,0,0,0,0
23,725,2,2,0,65,0,0,1,0,0
30,667,14,15,1,81,0,0,0,0,0
31,639,4,4,1,65,0,0,0,0,0
30,879,12,12,1,70,0,1,0,0,1
22,545,5,4,0,86,0,0,1,1,0
40,659,14,12,1,93,0,0,0,0,1
35,774,4,6,0,74,1,0,0,0,0
22,647,3,5,1,73,1,1,0,0,0
25,772,7,12,1,91,0,0,0,0,0
33,806,11,15,1,89,0,0,0,0,1
27,684,2,3,1,72,0,0,0,0,0
25,744,9,7,1,84,0,1,0,1,0
25,605,7,11,1,74,0,1,1,0,0
38,720,12,15,1,74,0,1,1,0,1
35,602,2,2,1,78,0,0,0,0,0
30,914,4,2,0,75,1,0,0,0,0
41,791,2,6,1,83,0,0,0,1,0
41,766,3,2,1,82,0,0,0,0,0
22,672,2,4,1,78,0,0,0,0,0
41,804,13,13,0,68,0,1,0,0,0
31,642,4,2,1,59,0,1,0,0,0
28,598,10,11,1,74,0,0,1,0,0
25,648,7,8,1,66,0,0,0,0,0
24,690,3,3,1,86,0,1,0,1,0
30,729,4,3,1,77,1,0,1,0,0
31,555,4,2,1,68,0,1,0,0,0
29,751,7,12,1,64,0,0,0,0,0
33,708,12,12,1,83,0,0,0,0,0
38,810,2,6,1,81,1,0,0,0,0
35,683,11,13,1,55,0,0,0,0,0
38,737,13,10,1,89,0,0,0,1,1
44,662,12,10,1,72,1,0,0,0,0
43,642,11,12,1,70,0,0,0,0,0
37,707,4,3,1,78,1,0,0,0,0
42,701,14,15,1,63,1,1,0,0,0
30,708,3,5,1,67,0,0,0,0,0
24,618,2,2,1,72,0,0,0,0,0
24,509,2,6,1,67,0,0,0,0,0
33,617,14,15,0,61,0,1,0,0,0
45,706,12,10,1,92,0,0,0,1,1
23,661,1,5,0,81,0,0,0,0,0
44,458,12,14,1,72,0,1,0,0,0
35,627,11,15,1,51,0,1,1,0,0
33,596,11,11,1,80,0,0,0,0,0
27,794,2,5,1,68,1,1,0,0,0
29,732,8,7,1,80,0,0,0,0,0
32,649,11,12,0,69,0,0,1,0,0
35,705,4,6,1,89,1,0,0,1,0
34,611,4,4,1,72,0,0,0,0,0
42,623,11,12,1,64,0,0,1,0,0
35,574,11,15,1,64,0,1,0,0,0
42,770,4,3,1,58,0,0,0,0,0
23,520,1,6,1,70,0,0,0,0,0
29,652,3,4,1,70,0,0,0,0,0
33,764,3,4,1,88,0,1,0,0,0
42,667,3,6,1,80,0,0,1,0,0
39,674,3,6,1,77,0,0,0,0,0
37,536,4,2,1,61,0,0,0,0,0
40,632,4,5,1,52,0,0,0,0,0
43,856,14,15,0,72,0,0,0,0,0
37,647,2,5,1,67,0,0,1,0,0
42,682,13,15,1,65,0,1,0,0,0
45,838,4,5,1,95,0,0,1,1,0
37,812,2,6,1,79,0,0,0,0,0
30,706,11,14,1,66,0,1,0,0,0
35,689,13,12,1,77,0,0,0,0,0
31,835,13,10,1,81,1,0,0,1,1
29,709,2,5,1,77,0,0,0,0,0
30,671,13,15,1,57,0,0,0,0,0
41,677,4,5,1,74,1,0,0,0,0
42,662,11,15,0,72,0,1,0,0,0
41,491,2,6,1,65,0,0,1,0,0
28,842,1,6,1,76,0,0,0,0,0
28,715,1,3,1,80,0,0,1,0,0
36,730,11,15,0,64,0,0,0,0,0
39,466,2,4,1,77,0,0,0,0,0
44,772,4,6,1,71,0,1,1,0,0
22,624,2,4,1,71,0,0,1,0,0
22,697,1,2,1,88,0,0,1,1,0
43,616,11,13,0,63,0,1,0,0,0
34,568,3,4,1,76,1,0,1,0,0
32,624,12,13,1,63,1,0,1,0,0
26,678,1,2,1,81,0,0,0,0,0
45,773,12,14,1,72,1,0,1,0,1
39,682,11,10,0,60,0,1,0,0,0
32,689,11,13,1,75,0,0,0,0,0
32,670,12,15,1,71,1,1,0,0,1
41,656,14,12,0,81,0,0,1,0,0
45,603,14,10,1,71,0,0,0,0,0
24,767,2,4,0,65,0,0,1,0,0
32,669,2,2,0,62,1,1,0,0,0
28,656,10,10,0,88,0,1,1,0,1
36,678,2,6,0,68,0,0,1,0,0
23,766,1,4,1,88,0,0,0,1,0
28,820,7,11,0,69,0,1,1,0,0
30,732,11,11,1,68,0,0,1,0,0
28,644,1,2,1,92,1,0,0,1,0
37,683,3,4,1,81,0,0,1,0,0
35,797,12,15,1,72,0,1,0,0,0
39,638,11,10,1,75,0,0,0,0,0
39,752,4,5,1,79,1,0,0,0,0
42,753,2,6,1,81,0,1,0,0,0
28,731,10,14,1,61,1,0,0,0,0
45,668,3,6,1,77,0,0,0,0,0
29,673,1,5,1,78,1,0,0,0,0
45,721,4,2,1,88,0,0,0,0,0
39,803,2,2,0,70,0,0,0,0,0
39,854,13,13,1,76,0,0,0,0,0
45,627,3,5,0,90,0,0,1,0,0
22,717,1,6,0,63,0,0,1,0,0
28,649,6,10,1,80,0,0,0,0,0
23,800,2,6,1,59,0,0,0,0,0
42,550,12,10,1,89,0,0,1,1,1
27,657,1,5,1,68,1,0,0,0,0
34,671,14,13,1,79,0,0,1,0,0
42,534,4,2,1,68,0,0,0,0,0
26,732,2,3,1,98,1,0,0,0,0
27,730,2,2,1,64,0,1,1,0,0
38,464,13,15,1,93,1,0,1,1,1
36,639,2,6,1,75,0,0,0,0,0
33,742,11,12,1,64,0,1,0,0,0
40,579,4,5,1,83,1,0,0,1,0
41,653,13,10,0,72,0,0,0,0,0
22,667,2,2,1,77,0,0,1,0,0
27,637,3,4,1,70,0,0,1,0,0
42,629,11,10,1,62,0,0,0,0,0
31,809,13,14,0,66,0,0,1,0,0
24,652,2,3,1,82,1,0,0,1,0
30,710,3,5,1,68,1,0,0,0,0
37,727,2,6,0,79,0,0,1,0,0
26,634,2,6,1,71,0,0,0,0,0
28,829,8,7,1,83,0,0,0,0,0
36,697,3,5,1,72,0,0,1,0,0
42,725,11,11,0,85,0,1,0,0,0
26,453,7,11,1,92,0,0,0,0,0
36,871,2,6,1,71,0,0,0,0,0
32,450,11,14,1,78,0,0,0,0,0
34,783,13,14,1,77,0,0,0,0,0
35,685,4,4,1,76,0,0,0,0,0
36,609,4,2,1,94,0,0,0,0,0
34,798,2,6,1,68,0,0,1,0,0
40,732,4,5,1,59,1,0,1,0,0
30,536,4,5,1,88,0,0,0,0,0
45,789,2,2,1,77,0,0,1,0,0
34,625,3,2,1,83,0,0,0,0,0
24,541,2,2,1,52,0,0,0,0,0
38,701,4,2,1,80,0,1,0,0,0
45,692,4,4,0,60,0,0,0,0,0
38,810,11,11,1,72,0,0,0,0,0
41,763,4,4,1,63,0,0,0,0,0
41,745,3,2,1,59,0,0,0,0,0
38,747,4,3,1,71,1,1,0,0,0
37,573,4,5,0,80,0,0,0,0,0
35,653,12,10,0,64,0,1,0,0,0
36,707,2,3,1,73,0,0,1,0,0
30,699,11,14,1,57,0,0,1,0,0
28,692,8,11,0,72,0,1,0,0,0
23,893,5,4,1,86,0,1,0,0,0
41,650,3,4,1,64,0,0,0,0,0
41,757,4,5,1,77,0,0,0,0,0
32,565,3,4,1,74,0,0,0,0,0
34,765,14,13,0,69,1,0,0,0,0
40,799,2,5,0,85,1,0,0,1,0
41,753,13,13,0,81,1,0,1,0,1
25,668,6,7,1,84,0,0,0,0,0
31,500,4,3,1,79,0,0,0,0,0
40,613,11,12,0,57,0,0,0,0,0
31,599,2,3,1,93,0,0,1,0,0
25,739,1,5,1,55,1,0,1,0,0
23,694,1,5,1,70,1,0,1,0,0
44,756,3,6,1,76,0,1,0,0,0
28,684,1,5,0,59,1,0,0,0,0
36,749,2,2,0,72,0,0,0,0,0
35,551,13,15,1,57,0,0,0,0,0
40,823,2,4,0,66,1,0,0,0,0
37,510,2,3,0,77,0,1,1,0,0
38,657,13,11,1,78,1,0,1,0,0
28,683,3,6,1,86,0,0,0,0,0
44,734,2,3,1,76,0,0,0,0,0
23,711,1,3,1,75,0,0,0,0,0
36,736,13,14,1,71,0,0,1,0,0
44,602,12,13,1,76,1,0,0,0,0
27,788,2,2,1,84,0,0,0,0,0
33,633,3,5,0,49,0,1,0,0,0
38,580,2,4,1,90,0,1,0,1,0
35,731,12,10,1,70,0,1,0,0,0
35,619,11,13,1,57,0,0,0,0,0
44,634,11,14,1,81,0,0,0,0,0
45,773,12,10,1,70,1,0,0,0,0
44,614,14,10,0,91,0,1,0,0,0
41,624,3,4,1,84,1,0,0,1,0
25,768,9,7,0,64,1,0,0,0,0
30,727,2,2,1,63,0,0,1,0,0
29,708,1,3,0,76,0,0,0,0,0
27,685,2,3,1,76,0,0,0,0,0
41,830,11,11,1,88,1,0,1,1,1
32,862,13,11,0,89,0,0,1,1,1
33,698,4,5,1,66,1,0,1,0,0
41,636,12,15,0,74,0,0,0,0,0
38,638,2,6,1,68,0,1,0,0,0
40,615,14,13,1,71,0,0,0,0,0
36,798,4,4,1,96,0,0,0,1,0
29,682,2,3,1,72,0,0,1,0,0
42,714,2,4,1,85,1,1,1,1,0
35,817,13,13,1,85,0,0,0,0,1
36,621,13,10,1,67,0,0,1,0,0
45,859,13,10,1,80,0,0,0,0,0
26,562,3,4,0,71,0,0,0,0,0
39,832,2,4,1,88,0,0,0,1,0
33,652,4,5,1,76,0,0,1,0,0
24,636,4,4,1,84,0,1,1,1,0
38,734,13,13,1,87,1,1,1,0,1
36,722,13,13,0,65,0,0,0,0,0
33,729,4,2,1,90,0,0,1,1,0
26,792,6,11,1,84,1,0,0,1,0
40,712,13,12,1,80,0,0,1,0,0
38,658,3,6,1,90,1,0,1,0,0
28,920,3,4,1,75,0,0,0,0,0
37,604,3,2,1,76,0,0,0,0,0
24,638,4,3,1,55,1,0,0,0,0
23,797,2,5,1,59,1,0,0,0,0
26,843,3,2,1,59,0,1,1,0,0
22,619,3,3,1,73,0,0,0,0,0
28,752,1,4,0,65,0,0,0,0,0
37,643,13,11,1,80,0,1,1,0,0
37,651,4,3,1,100,0,0,0,1,0
44,586,2,3,1,88,0,0,0,0,0
30,652,11,13,1,77,0,0,0,0,0
35,767,3,3,0,80,0,0,0,0,0
28,735,6,8,1,61,0,0,1,0,0
42,860,4,4,1,96,0,0,1,0,0
40,833,4,4,1,70,0,0,0,0,0
28,744,1,2,1,66,1,0,0,0,0
34,502,14,10,0,97,0,1,0,0,0
22,848,4,3,1,88,0,0,0,1,0
30,508,11,11,1,83,1,0,0,1,0
29,720,1,3,0,73,0,0,0,0,0
26,654,10,12,1,70,1,0,0,0,0
25,666,1,4,1,64,0,1,0,0,0
44,725,3,4,1,80,0,0,0,0,0
26,676,3,6,0,85,1,1,0,1,0
24,628,2,4,0,58,0,0,0,0,0
34,697,3,3,0,91,0,0,0,0,0
41,721,4,2,0,74,1,0,0,0,0
40,565,13,14,1,77,0,0,0,0,0
32,942,4,6,1,70,0,0,1,0,0
26,738,3,3,0,70,0,0,0,0,0
44,613,3,3,1,85,0,0,1,0,0
29,866,8,12,1,65,0,0,0,0,0
31,695,4,6,1,51,0,0,0,0,0
37,664,2,4,1,72,0,0,0,0,0
22,595,3,5,0,70,0,0,1,0,0
32,785,3,6,1,67,1,0,0,0,0
25,745,9,11,1,70,1,1,0,0,0
40,950,12,10,1,70,0,0,0,0,0
24,754,1,4,1,88,0,0,0,1,0
39,500,3,5,1,75,1,0,0,0,0
33,494,14,15,1,76,0,0,0,0,0
44,819,2,2,1,73,0,0,0,0,0
45,690,4,6,1,59,1,0,1,0,0
39,554,11,11,1,67,0,0,0,0,0
33,899,2,2,0,68,0,1,0,0,0
35,634,4,5,1,79,0,0,0,0,0
43,950,4,5,1,77,0,0,0,0,0
45,714,3,4,1,89,0,0,0,0,0
23,691,5,3,1,80,1,0,1,0,0
33,610,13,11,1,74,0,0,0,0,0
30,741,13,12,0,96,1,0,0,1,1
44,749,14,11,1,68,0,0,0,0,0
28,767,2,5,1,77,0,0,0,0,0
24,821,2,3,1,69,0,0,0,0,0
29,784,3,4,1,88,0,1,0,1,0
25,676,7,10,1,63,0,1,1,0,0
37,431,12,15,1,90,0,1,0,0,1
43,587,14,15,1,59,0,0,0,0,0
29,845,1,3,0,83,0,0,1,0,0
27,638,2,2,1,83,0,0,0,1,0
39,624,4,4,1,77,0,0,0,0,0
38,865,3,5,1,89,0,0,0,1,0
29,571,2,3,1,71,1,0,1,0,0
33,682,3,5,0,75,0,0,0,0,0
30,878,3,4,0,74,0,0,0,0,0
39,732,2,3,0,85,1,1,0,0,0
39,740,14,10,1,67,0,1,0,0,0
38,683,11,10,1,72,0,0,0,0,0
28,657,6,10,1,70,0,0,1,0,0
27,713,9,12,1,92,0,0,0,1,1
28,615,2,3,0,66,0,0,0,0,0
31,871,11,12,0,86,0,0,0,1,1
38,740,4,3,1,61,0,1,0,0,0
38,732,4,4,1,73,0,0,0,0,0
33,571,13,13,1,79,0,0,0,0,0
30,759,4,6,0,93,1,0,0,1,0
36,652,2,3,1,64,0,1,0,0,0
24,855,2,4,1,66,0,0,0,0,0
43,642,4,4,1,67,0,0,1,0,0
38,689,4,2,0,77,0,0,0,0,0
45,482,12,12,0,86,0,0,0,1,1
31,729,2,5,0,93,1,0,0,0,0
30,639,3,3,1,80,0,0,0,0,0
33,647,4,5,1,77,1,0,1,0,0
33,671,13,15,0,57,0,1,0,0,0
36,779,14,15,1,65,0,0,0,0,0
35,673,3,6,1,88,0,1,0,1,0
30,535,11,13,1,71,0,0,0,0,0
36,687,2,5,1,68,0,0,0,0,0
45,948,3,6,1,62,0,0,1,0,0
25,743,8,7,1,60,0,0,0,0,0
41,540,13,12,1,66,1,0,0,0,0
37,672,13,11,1,78,1,0,0,0,0
22,657,1,2,1,71,1,0,1,0,0
32,780,11,14,1,72,0,1,0,0,0
35,780,4,6,1,89,0,0,0,1,0
31,891,13,13,1,69,0,0,0,0,0
43,574,3,3,0,78,0,0,0,0,0
24,805,1,2,1,52,0,0,1,0,0
31,730,2,6,1,74,0,0,0,0,0
23,797,1,2,0,59,0,0,0,0,0
30,703,3,2,1,70,0,0,0,0,0
40,577,14,12,1,73,0,1,0,0,0
22,559,2,5,1,75,0,0,0,0,0
26,822,6,12,1,74,0,0,0,0,0
29,698,6,12,1,75,1,1,0,0,0
30,675,3,3,1,67,1,0,0,0,0
37,814,14,12,0,79,0,0,1,0,1
36,931,11,13,0,80,0,0,1,0,1
35,683,2,6,0,73,0,0,0,0,0
44,635,4,2,0,75,1,1,0,0,0
35,697,2,2,1,76,0,1,0,0,0
29,559,3,4,1,73,0,0,0,0,0
39,756,3,2,1,77,0,0,1,0,0
31,922,11,15,1,88,1,0,0,1,1
43,672,14,11,0,77,0,0,0,0,0
23,649,1,4,1,76,0,1,0,0,0
43,946,3,3,1,70,0,0,0,0,0
30,736,14,12,0,71,1,0,0,0,0
28,678,1,2,1,87,0,0,0,0,0
30,709,13,10,1,72,0,0,1,0,0
32,585,3,2,1,73,0,0,0,0,0
44,911,3,6,1,93,0,0,0,0,0
38,626,2,6,1,77,0,0,0,0,0
38,750,14,10,0,82,0,0,0,0,0
27,639,2,2,0,71,0,0,0,0,0
34,660,3,2,1,51,1,0,0,0,0
34,915,14,12,1,67,0,0,0,0,0
23,855,2,3,0,72,0,0,0,0,0
29,680,6,8,1,61,0,0,0,0,0
31,605,2,3,1,80,0,0,0,0,0
42,706,14,10,1,74,0,0,0,0,0
35,751,2,5,1,69,0,0,0,0,0
25,750,7,10,1,73,0,0,0,0,0
43,869,14,15,0,64,1,0,1,0,1
43,805,4,4,0,82,1,0,0,1,0
32,826,12,13,0,61,1,0,0,0,0
31,579,3,3,1,64,0,0,1,0,0
34,695,14,14,1,85,0,0,0,0,1
35,616,13,15,1,70,1,1,1,0,1
38,879,3,4,0,84,0,0,0,1,0
27,826,1,6,0,79,1,0,0,0,0
28,699,8,7,1,74,0,0,0,0,0
24,795,3,3,1,81,1,1,0,0,0
25,604,3,2,1,91,0,0,0,1,0
28,602,6,8,0,87,0,1,0,0,0
30,692,14,10,0,68,1,0,0,0,0
37,752,4,5,0,91,0,1,1,1,0
30,669,14,13,0,59,1,0,1,0,0
29,684,9,10,1,71,0,0,0,0,0
27,702,7,12,1,70,0,0,0,0,0
29,634,8,8,0,76,0,0,0,0,0
28,611,3,6,1,68,0,0,0,0,0
28,648,10,14,0,71,1,0,1,0,1
27,626,10,14,1,70,0,0,0,0,0
43,722,14,10,1,68,0,0,0,0,0
32,712,4,4,0,64,1,1,0,0,0
39,607,11,10,1,69,0,0,0,0,0
25,726,3,2,1,68,0,0,0,0,0
39,513,3,3,0,73,0,0,0,0,0
36,698,2,6,1,75,0,0,0,0,0
22,751,2,4,1,79,0,0,0,0,0
31,739,3,3,1,63,0,1,0,0,0
28,648,3,6,1,69,0,1,0,0,0
29,743,2,2,1,72,0,1,1,0,0
23,594,1,4,0,49,0,0,0,0,0
30,950,13,12,0,70,0,0,0,0,0
38,950,11,11,1,63,0,0,0,0,0
39,732,14,14,1,64,0,0,0,0,0
22,677,1,5,1,79,0,0,1,0,0
40,787,2,4,1,69,0,0,0,0,0
23,626,1,4,1,100,0,0,1,0,0
36,800,2,4,1,77,1,0,0,0,0
27,715,1,6,1,71,0,0,0,0,0
39,659,2,5,1,76,0,1,0,0,0
30,650,4,3,1,82,0,1,0,0,0
36,711,3,5,1,63,0,1,1,0,0
22,728,4,4,1,64,0,0,0,0,0
41,833,4,2,0,68,0,1,0,0,0
36,635,2,2,1,87,0,0,0,0,0
23,790,1,4,1,77,1,0,0,0,0
40,683,14,10,1,77,0,0,0,0,0
42,641,3,5,1,78,0,0,1,0,0
24,618,1,6,1,92,0,0,1,1,0
42,752,13,12,1,72,0,0,0,0,0
43,783,4,5,0,81,0,0,0,0,0
32,774,13,14,1,66,0,0,0,0,0
31,569,14,13,1,86,0,0,0,0,0
26,714,10,12,0,67,0,0,1,0,0
41,928,13,14,1,74,1,0,0,0,1
23,681,4,2,0,81,0,0,0,1,0
24,655,2,2,1,74,0,0,0,0,0
42,751,2,4,1,85,0,0,0,0,0
35,835,11,12,0,56,0,0,0,0,0
39,767,14,10,0,76,0,0,0,0,0
25,826,3,3,0,80,1,0,0,0,0
44,652,3,2,1,84,0,0,0,1,0
34,727,2,4,1,85,0,0,0,1,0
36,658,12,14,1,72,0,0,0,0,0
23,751,2,5,1,70,0,0,0,0,0
41,828,3,4,0,70,0,0,0,0,0
32,645,11,15,1,91,0,0,1,0,1
36,737,3,5,0,90,0,1,1,1,0
37,780,12,11,1,69,0,0,1,0,0
36,684,12,14,0,92,0,0,1,0,1
33,471,12,15,0,73,0,0,1,0,0
36,525,12,15,1,89,0,0,1,1,1
28,656,8,12,1,83,0,0,0,1,0
42,806,4,4,1,84,0,0,0,0,0
32,841,14,15,0,59,0,0,0,0,0
23,578,3,4,1,65,0,0,0,0,0
35,814,11,11,1,83,0,1,0,1,1
32,675,4,3,1,100,1,1,0,1,0
22,624,2,6,1,64,0,0,0,0,0
40,681,4,2,1,77,0,1,0,0,0
35,773,12,15,1,75,1,0,0,0,0
27,863,6,9,1,67,0,0,0,0,0
22,673,1,5,1,79,0,0,0,0,0
25,699,3,3,1,79,0,0,0,0,0
26,583,2,4,1,65,0,1,0,0,0
40,782,11,15,1,72,0,0,1,0,0
45,819,2,3,0,69,0,1,0,0,0
39,656,14,12,1,79,0,1,0,0,0
22,739,3,3,0,63,1,0,0,0,0
35,704,4,4,0,82,0,0,0,1,0
26,633,3,5,0,89,0,1,1,1,0
24,755,2,2,1,75,0,0,0,0,0
37,572,14,10,1,75,0,0,0,0,0
38,721,13,15,1,88,0,0,0,0,1
43,824,2,4,0,72,0,0,0,0,0
22,703,5,3,1,71,1,0,0,0,0
36,534,2,6,1,79,0,0,0,0,0
39,729,2,5,1,87,1,0,0,0,0
39,846,4,6,1,82,1,0,0,1,0
33,741,11,11,1,80,0,0,0,0,0
34,777,12,14,1,89,0,0,0,0,1
30,871,4,6,1,56,0,0,0,0,0
40,860,2,6,0,81,1,0,1,1,0
38,810,12,15,1,67,1,0,0,0,0
32,705,13,10,1,74,1,0,0,0,0
28,549,7,7,1,90,0,0,1,1,0
45,742,12,12,1,66,1,0,0,0,0
41,700,14,13,1,92,0,0,1,0,1
37,853,2,6,1,81,0,0,0,1,0
40,681,3,5,1,51,0,1,0,0,0
32,683,4,3,1,86,0,0,1,1,0
36,777,4,6,1,67,0,1,0,0,0
45,687,3,6,0,70,1,0,0,0,0
31,491,14,13,1,74,0,0,0,0,0
45,589,4,6,0,79,0,0,0,0,0
32,411,4,6,1,80,0,0,0,0,0
28,822,6,11,0,60,0,0,1,0,0
44,733,11,14,0,86,0,0,0,1,1
32,593,2,2,1,77,0,1,1,0,0
40,794,12,15,0,71,0,0,1,0,0
32,654,2,6,0,81,0,0,0,0,0
27,765,10,13,0,67,0,0,1,0,0
28,595,6,9,1,79,0,0,0,0,0
45,659,2,6,1,73,0,0,0,0,0
26,623,1,6,1,77,0,0,0,0,0
38,767,4,4,1,79,0,0,1,0,0
30,649,3,3,1,63,1,1,0,0,0
36,610,2,4,1,73,0,0,0,0,0
37,633,3,5,1,79,0,0,0,0,0
26,640,6,7,1,72,0,0,0,0,0
35,777,14,12,1,86,1,0,1,1,1
42,612,3,2,1,81,0,0,0,1,0
26,782,2,3,1,83,0,0,0,0,0
42,634,4,5,1,73,1,0,1,0,0
29,620,1,6,1,93,0,0,0,0,0
27,825,1,6,1,75,0,1,1,0,0
25,485,6,9,1,85,0,1,0,1,0
40,550,2,3,1,91,0,0,0,1,0
44,711,11,10,1,74,0,0,0,0,0
22,806,2,4,1,78,0,0,0,0,0
37,806,2,3,1,81,0,0,0,0,0
31,648,12,14,0,63,0,0,0,0,0
43,777,12,11,1,67,0,0,0,0,0
